smiles,m,sigma,epsilon_k,boiling_point_K,sa_score,hfo_distance,n_fluorine,backbone,H_Pa,H_ratio
C/C(=C\F)[C@@H](F)C(F)F,3.870216899999999,3.4204195,187.63234770000003,308.31690311272763,4.495366742480579,0.3909901127333383,4,acyclic_C5,,
CC(CC(F)F)=C(F)F,3.8682756,3.4633559000000007,188.67980789999993,310.83833860354986,3.706056678554228,0.39102441143705174,4,acyclic_C5,,
C/C(=C/CF)C(F)(F)F,3.8503119000000017,3.2152370999999986,189.95219930000007,305.8285167360709,3.5148853498829,0.3918244357147474,4,acyclic_C5,,
C/C(=C\CF)C(F)(F)F,3.8503119000000017,3.2152370999999986,189.95219930000007,305.8285167360709,3.5148853498829,0.3918244357147474,4,acyclic_C5,,
FC/C(F)=C(/F)C(F)F,3.8530098999999995,3.204533099999998,188.47229180000002,303.49397926363866,4.116450384847935,0.3920418893546524,5,acyclic_C4,,
FC/C(F)=C(\F)C(F)F,3.8530098999999995,3.204533099999998,188.47229180000002,303.49397926363866,4.116450384847935,0.3920418893546524,5,acyclic_C4,,
C/C=C(/F)[C@@H](F)C(F)F,3.8728826999999986,3.3442720999999977,187.1612533,305.8871048826777,4.45428772150156,0.3927355154854459,4,acyclic_C5,,
C/C=C(/F)[C@H](F)C(F)F,3.8728826999999986,3.3442720999999977,187.1612533,305.8871048826777,4.45428772150156,0.3927355154854459,4,acyclic_C5,,
C/C=C(\F)[C@@H](F)C(F)F,3.8728826999999986,3.3442720999999977,187.1612533,305.8871048826777,4.45428772150156,0.3927355154854459,4,acyclic_C5,,
C/C=C(\F)[C@H](F)C(F)F,3.8728826999999986,3.3442720999999977,187.1612533,305.8871048826777,4.45428772150156,0.3927355154854459,4,acyclic_C5,,
C/C(F)=C(\CF)C(F)F,3.857411299999998,3.3597723999999998,193.51401930000003,315.0122826011912,4.055111923309472,0.3930016764433291,4,acyclic_C5,,
C/C(F)=C(/CF)C(F)F,3.857411299999998,3.3597723999999998,193.51401930000003,315.0122826011912,4.055111923309472,0.3930016764433291,4,acyclic_C5,,
CC(=C(F)F)[C@H](F)CF,3.8596058999999987,3.379749,193.32338310000006,315.3269573933561,4.379914994228831,0.39318952174879257,4,acyclic_C5,,
CC(=C(F)F)[C@@H](F)CF,3.8596058999999987,3.379749,193.32338310000006,315.3269573933561,4.379914994228831,0.39318952174879257,4,acyclic_C5,,
FC(F)=C(F)CC(F)F,3.8762670999999993,3.247416299999999,180.9146932,294.4154523025408,3.811161573659124,0.3943713268463497,5,acyclic_C4,,
FC(F)/C=C/C(F)(F)F,3.8779113999999995,3.235571499999998,178.40556890000005,290.4748813989413,3.5545419932395426,0.39524021440396284,5,acyclic_C4,,
FC(F)/C=C\C(F)(F)F,3.8779113999999995,3.235571499999998,178.40556890000005,290.4748813989413,3.5545419932395426,0.39524021440396284,5,acyclic_C4,,
C[C@H](C=C(F)F)C(F)F,3.8799686999999987,3.4487818999999997,190.07275959999998,313.10363529574596,4.297832476746313,0.3963679375329239,4,acyclic_C5,,
C[C@@H](C=C(F)F)C(F)F,3.8799686999999987,3.4487818999999997,190.07275959999998,313.10363529574596,4.297832476746313,0.3963679375329239,4,acyclic_C5,,
C[C@@H](F)/C(F)=C\C(F)F,3.8879242,3.4005998000000006,187.00589320000003,307.69157260727343,4.456811497725335,0.39701628502692576,4,acyclic_C5,,
C[C@H](F)/C(F)=C\C(F)F,3.8879242,3.4005998000000006,187.00589320000003,307.69157260727343,4.456811497725335,0.39701628502692576,4,acyclic_C5,,
C[C@@H](F)/C(F)=C/C(F)F,3.8879242,3.4005998000000006,187.00589320000003,307.69157260727343,4.456811497725335,0.39701628502692576,4,acyclic_C5,,
C[C@H](F)/C(F)=C/C(F)F,3.8879242,3.4005998000000006,187.00589320000003,307.69157260727343,4.456811497725335,0.39701628502692576,4,acyclic_C5,,
F/C(=C/C(F)F)C(F)F,3.8858273000000003,3.2520814999999983,181.3280396,295.52386466417323,4.046363671561222,0.39764625086317945,5,acyclic_C4,,
F/C(=C\C(F)F)C(F)F,3.8858273000000003,3.2520814999999983,181.3280396,295.52386466417323,4.046363671561222,0.39764625086317945,5,acyclic_C4,,
CC(F)(F)/C(=C/F)C(F)(F)F,3.8897522,3.3187722999999982,184.43901859999994,301.97603480732147,3.557789685409656,0.397785723706412,6,acyclic_C5,,
CC(F)(F)/C(=C\F)C(F)(F)F,3.8897522,3.3187722999999982,184.43901859999994,301.97603480732147,3.557789685409656,0.397785723706412,6,acyclic_C5,,
C/C(F)=C\C(F)(F)C(F)(F)F,3.8938634000000008,3.341878799999999,183.35882959999992,301.0908198953797,3.5089447149954545,0.39819072064259914,6,acyclic_C5,,
C/C(F)=C/C(F)(F)C(F)(F)F,3.8938634000000008,3.341878799999999,183.35882959999992,301.0908198953797,3.5089447149954545,0.39819072064259914,6,acyclic_C5,,
C/C(=C/C(F)(F)F)CF,3.882827900000001,3.3254301999999982,190.16272250000006,310.33885815730963,3.5881315037290538,0.3991510718681485,4,acyclic_C5,,
C/C(=C\C(F)(F)F)CF,3.882827900000001,3.3254301999999982,190.16272250000006,310.33885815730963,3.5881315037290538,0.3991510718681485,4,acyclic_C5,,
C[C@H](F)/C=C/C(F)(F)F,3.8931088000000016,3.3320671999999996,186.26580850000002,305.1503911863096,4.055254155067992,0.39961834223738474,4,acyclic_C5,,
C[C@@H](F)/C=C/C(F)(F)F,3.8931088000000016,3.3320671999999996,186.26580850000002,305.1503911863096,4.055254155067992,0.39961834223738474,4,acyclic_C5,,
C[C@H](F)/C=C\C(F)(F)F,3.8931088000000016,3.3320671999999996,186.26580850000002,305.1503911863096,4.055254155067992,0.39961834223738474,4,acyclic_C5,,
C[C@@H](F)/C=C\C(F)(F)F,3.8931088000000016,3.3320671999999996,186.26580850000002,305.1503911863096,4.055254155067992,0.39961834223738474,4,acyclic_C5,,
F/C=C\CCC(F)(F)F,3.8951192,3.3876356,186.83729709999997,307.4451275786329,3.2535203149178633,0.39962053139606285,4,acyclic_C5,,
F/C=C/CCC(F)(F)F,3.8951192,3.3876356,186.83729709999997,307.4451275786329,3.2535203149178633,0.39962053139606285,4,acyclic_C5,,
C/C(=C\F)C(F)(F)C(F)(F)F,3.900989300000001,3.3409375999999997,182.10111839999993,299.4850086701001,3.4500985611493,0.40032982667318023,6,acyclic_C5,,
C/C(=C/F)C(F)(F)C(F)(F)F,3.900989300000001,3.3409375999999997,182.10111839999993,299.4850086701001,3.4500985611493,0.40032982667318023,6,acyclic_C5,,
C[C@H](/C(F)=C\F)C(F)(F)F,3.898028599999999,3.3288664999999975,185.36904939999994,303.93949319314396,4.194112822210257,0.4009282643775509,5,acyclic_C5,,
C[C@H](/C(F)=C/F)C(F)(F)F,3.898028599999999,3.3288664999999975,185.36904939999994,303.93949319314396,4.194112822210257,0.4009282643775509,5,acyclic_C5,,
C[C@@H](/C(F)=C/F)C(F)(F)F,3.898028599999999,3.3288664999999975,185.36904939999994,303.93949319314396,4.194112822210257,0.4009282643775509,5,acyclic_C5,,
C[C@@H](/C(F)=C\F)C(F)(F)F,3.898028599999999,3.3288664999999975,185.36904939999994,303.93949319314396,4.194112822210257,0.4009282643775509,5,acyclic_C5,,
C/C(=C(/F)CF)C(F)(F)F,3.886969799999997,3.2726833999999974,190.38175120000002,309.5426660967454,3.614967443598591,0.4024990475021344,5,acyclic_C5,,
C/C(=C(\F)CF)C(F)(F)F,3.886969799999997,3.2726833999999974,190.38175120000002,309.5426660967454,3.614967443598591,0.4024990475021344,5,acyclic_C5,,
CC/C(F)=C(/F)C(F)F,3.9047236999999986,3.4102577,189.34449229999998,312.18940953503875,3.8778308044283536,0.4046680818664656,4,acyclic_C5,,
CC/C(F)=C(\F)C(F)F,3.9047236999999986,3.4102577,189.34449229999998,312.18940953503875,3.8778308044283536,0.4046680818664656,4,acyclic_C5,,
C/C(CF)=C(/F)C(F)F,3.8937837999999982,3.3387620999999994,192.9490386000001,315.3182111002415,3.9870895456870947,0.4055160197933622,4,acyclic_C5,,
C/C(CF)=C(\F)C(F)F,3.8937837999999982,3.3387620999999994,192.9490386000001,315.3182111002415,3.9870895456870947,0.4055160197933622,4,acyclic_C5,,
C/C(F)=C(\F)CC(F)F,3.9063464999999997,3.4106744000000004,189.97133409999998,313.214002009387,3.959862972260521,0.4057839430124307,4,acyclic_C5,,
C/C(F)=C(/F)CC(F)F,3.9063464999999997,3.4106744000000004,189.97133409999998,313.214002009387,3.959862972260521,0.4057839430124307,4,acyclic_C5,,
CCC(F)(F)/C(F)=C/F,3.9105726999999995,3.3823901999999997,188.96019070000006,311.192987353857,3.8191105247080737,0.4067428762193172,4,acyclic_C5,,
CCC(F)(F)/C(F)=C\F,3.9105726999999995,3.3823901999999997,188.96019070000006,311.192987353857,3.8191105247080737,0.4067428762193172,4,acyclic_C5,,
CCC(F)(F)C=C(F)F,3.910246199999999,3.4400856999999996,190.22764250000003,314.49590444849156,3.873116818414368,0.4072321281223755,4,acyclic_C5,,
CC[C@H](F)C(F)=C(F)F,3.9184257999999987,3.3861450000000004,187.30250910000004,309.1418467649177,4.290714294928133,0.4082389633503772,4,acyclic_C5,,
CC[C@@H](F)C(F)=C(F)F,3.9184257999999987,3.3861450000000004,187.30250910000004,309.1418467649177,4.290714294928133,0.4082389633503772,4,acyclic_C5,,
C/C(=C\C(F)F)C(F)(F)F,3.9199943999999998,3.351351899999999,185.65443879999995,305.88927996164256,3.447711674367821,0.4083738034584517,5,acyclic_C5,,
C/C(=C/C(F)F)C(F)(F)F,3.9199943999999998,3.351351899999999,185.65443879999995,305.88927996164256,3.447711674367821,0.4083738034584517,5,acyclic_C5,,
FC(F)=CC(F)(F)C(F)(F)F,3.9238712,3.3267765000000007,176.35978130000007,291.49489966186684,3.5771849516818452,0.4084913976769362,7,acyclic_C4,,
C/C(=C\F)[C@H](F)C(F)(F)F,3.9248257999999994,3.3629060999999982,184.1233683,304.0667873995087,4.19153974528718,0.4091110844980482,5,acyclic_C5,,
C/C(=C/F)[C@H](F)C(F)(F)F,3.9248257999999994,3.3629060999999982,184.1233683,304.0667873995087,4.19153974528718,0.4091110844980482,5,acyclic_C5,,
C/C(=C/F)[C@@H](F)C(F)(F)F,3.9248257999999994,3.3629060999999982,184.1233683,304.0667873995087,4.19153974528718,0.4091110844980482,5,acyclic_C5,,
C/C(=C\F)[C@@H](F)C(F)(F)F,3.9248257999999994,3.3629060999999982,184.1233683,304.0667873995087,4.19153974528718,0.4091110844980482,5,acyclic_C5,,
C/C(CF)=C(/F)C(F)(F)F,3.922094099999998,3.312559599999998,187.66732370000003,308.0513338778753,3.572696289752436,0.4113411235321495,5,acyclic_C5,,
C/C(CF)=C(\F)C(F)(F)F,3.922094099999998,3.312559599999998,187.66732370000003,308.0513338778753,3.572696289752436,0.4113411235321495,5,acyclic_C5,,
FC/C=C/C(F)(F)CF,3.9044405999999974,3.3149334999999995,196.77279800000008,320.9023657532238,4.286515632643618,0.4146419075034026,4,acyclic_C5,,
FC/C=C\C(F)(F)CF,3.9044405999999974,3.3149334999999995,196.77279800000008,320.9023657532238,4.286515632643618,0.4146419075034026,4,acyclic_C5,,
CC(F)(F)CC=C(F)F,3.9254843999999984,3.3649231000000004,192.19404810000003,316.2844550333901,3.685822412819963,0.4152843500901206,4,acyclic_C5,,
C/C(=C(\F)CF)C(F)F,3.9254411999999985,3.367869100000001,192.98023170000008,317.5590688881927,3.975861573659124,0.41605855112535245,4,acyclic_C5,,
C/C(=C(/F)CF)C(F)F,3.9254411999999985,3.367869100000001,192.98023170000008,317.5590688881927,3.975861573659124,0.41605855112535245,4,acyclic_C5,,
C/C(=C/C(F)(F)F)C(F)F,3.942288500000001,3.3509881000000004,185.57617089999997,306.7387794171145,3.4736385974447437,0.4162726122469692,5,acyclic_C5,,
C/C(=C\C(F)(F)F)C(F)F,3.942288500000001,3.3509881000000004,185.57617089999997,306.7387794171145,3.4736385974447437,0.4162726122469692,5,acyclic_C5,,
CC(F)(F)/C=C\C(F)F,3.935966099999999,3.388889000000002,190.74416970000016,315.1735782103727,3.780435699533249,0.4171895450021976,4,acyclic_C5,,
CC(F)(F)/C=C/C(F)F,3.935966099999999,3.388889000000002,190.74416970000016,315.1735782103727,3.780435699533249,0.4171895450021976,4,acyclic_C5,,
CC/C(F)=C(/F)C(F)(F)F,3.9472880999999984,3.3599789999999983,185.76597409999994,307.4619790881063,3.4725424435985897,0.4179810073747006,5,acyclic_C5,,
CC/C(F)=C(\F)C(F)(F)F,3.9472880999999984,3.3599789999999983,185.76597409999994,307.4619790881063,3.4725424435985897,0.4179810073747006,5,acyclic_C5,,
C[C@H](C=C(F)F)C(F)(F)F,3.9500526,3.398829399999999,186.0409487999999,308.9420977119586,4.010316668364102,0.41855324448955467,5,acyclic_C5,,
C[C@@H](C=C(F)F)C(F)(F)F,3.9500526,3.398829399999999,186.0409487999999,308.9420977119586,4.010316668364102,0.41855324448955467,5,acyclic_C5,,
C[C@H](F)C(=C(F)F)C(F)(F)F,3.9482213,3.393454699999999,187.60230909999999,311.0938299799578,4.111219383547949,0.4189431774107118,6,acyclic_C5,,
C[C@@H](F)C(=C(F)F)C(F)(F)F,3.9482213,3.393454699999999,187.60230909999999,311.0938299799578,4.111219383547949,0.4189431774107118,6,acyclic_C5,,
C/C(F)=C(\F)CC(F)(F)F,3.958895099999998,3.348879099999999,184.8042220999999,306.2462628734699,3.5329116743678206,0.4218393665077025,5,acyclic_C5,,
C/C(F)=C(/F)CC(F)(F)F,3.958895099999998,3.348879099999999,184.8042220999999,306.2462628734699,3.5329116743678206,0.4218393665077025,5,acyclic_C5,,
F/C=C/C(F)(F)CCF,3.9424821999999993,3.371009699999998,193.47783170000017,319.13299819411617,4.152466803212178,0.42253627842036784,4,acyclic_C5,,
F/C=C\C(F)(F)CCF,3.9424821999999993,3.371009699999998,193.47783170000017,319.13299819411617,4.152466803212178,0.42253627842036784,4,acyclic_C5,,
C/C(F)=C(\C(F)F)C(F)(F)F,3.9601903999999997,3.3347538999999995,185.45919509999987,306.94731803906427,3.71356956706646,0.4229359143072341,6,acyclic_C5,,
C/C(F)=C(/C(F)F)C(F)(F)F,3.9601903999999997,3.3347538999999995,185.45919509999987,306.94731803906427,3.71356956706646,0.4229359143072341,6,acyclic_C5,,
C/C(F)=C\[C@H](F)C(F)(F)F,3.9635498999999994,3.339618899999999,183.49915179999994,304.24166199517,4.297537822210257,0.4231429141457449,5,acyclic_C5,,
C/C(F)=C\[C@@H](F)C(F)(F)F,3.9635498999999994,3.339618899999999,183.49915179999994,304.24166199517,4.297537822210257,0.4231429141457449,5,acyclic_C5,,
C/C(F)=C/[C@@H](F)C(F)(F)F,3.9635498999999994,3.339618899999999,183.49915179999994,304.24166199517,4.297537822210257,0.4231429141457449,5,acyclic_C5,,
C/C(F)=C/[C@H](F)C(F)(F)F,3.9635498999999994,3.339618899999999,183.49915179999994,304.24166199517,4.297537822210257,0.4231429141457449,5,acyclic_C5,,
C=CC(F)(F)C(F)(F)CF,3.9384252,3.324370600000001,194.54089430000008,319.3701230209008,3.5536059051370517,0.42331244367666104,5,acyclic_C5,,
C[C@@H](F)/C=C(/F)C(F)(F)F,3.959705999999999,3.319456199999999,186.51902659999996,308.1495049584177,4.130253206825642,0.4237363538688203,5,acyclic_C5,,
C[C@H](F)/C=C(/F)C(F)(F)F,3.959705999999999,3.319456199999999,186.51902659999996,308.1495049584177,4.130253206825642,0.4237363538688203,5,acyclic_C5,,
C[C@@H](F)/C=C(\F)C(F)(F)F,3.959705999999999,3.319456199999999,186.51902659999996,308.1495049584177,4.130253206825642,0.4237363538688203,5,acyclic_C5,,
C[C@H](F)/C=C(\F)C(F)(F)F,3.959705999999999,3.319456199999999,186.51902659999996,308.1495049584177,4.130253206825642,0.4237363538688203,5,acyclic_C5,,
CC=C(C(F)(F)F)C(F)(F)F,3.9703928000000013,3.4084035999999998,181.19723239999996,302.72979757395933,3.2653216380723773,0.42385688079513956,6,acyclic_C5,,
C=CC(F)(C(F)F)C(F)F,3.9687571999999993,3.394050499999999,183.60429280000005,305.94828433880116,3.9762943666755124,0.4241224701029736,5,acyclic_C5,,
C=C(CCF)C(F)(F)F,3.9583664000000005,3.3184211999999995,188.80153090000005,311.50416444808883,3.573347587645138,0.4248467806177035,4,acyclic_C5,,
F/C=C(/F)[C@@H](F)C(F)(F)F,3.9662519999999994,3.2443330999999995,180.36631629999997,297.3407154829682,4.409899360671795,0.42630941146530527,6,acyclic_C4,,
F/C=C(/F)[C@H](F)C(F)(F)F,3.9662519999999994,3.2443330999999995,180.36631629999997,297.3407154829682,4.409899360671795,0.42630941146530527,6,acyclic_C4,,
F/C=C(\F)[C@@H](F)C(F)(F)F,3.9662519999999994,3.2443330999999995,180.36631629999997,297.3407154829682,4.409899360671795,0.42630941146530527,6,acyclic_C4,,
F/C=C(\F)[C@H](F)C(F)(F)F,3.9662519999999994,3.2443330999999995,180.36631629999997,297.3407154829682,4.409899360671795,0.42630941146530527,6,acyclic_C4,,
C[C@H](F)/C(F)=C\C(F)(F)F,3.9651062999999986,3.281197399999998,186.38113489999995,307.2364207389637,4.102976283748719,0.4267152539887307,5,acyclic_C5,,
C[C@@H](F)/C(F)=C\C(F)(F)F,3.9651062999999986,3.281197399999998,186.38113489999995,307.2364207389637,4.102976283748719,0.4267152539887307,5,acyclic_C5,,
C[C@H](F)/C(F)=C/C(F)(F)F,3.9651062999999986,3.281197399999998,186.38113489999995,307.2364207389637,4.102976283748719,0.4267152539887307,5,acyclic_C5,,
C[C@@H](F)/C(F)=C/C(F)(F)F,3.9651062999999986,3.281197399999998,186.38113489999995,307.2364207389637,4.102976283748719,0.4267152539887307,5,acyclic_C5,,
C=C(CC(F)(F)F)C(F)F,3.9687584000000005,3.3503322999999976,187.55186550000002,310.86563640909884,3.4344597512908974,0.42689163291352245,5,acyclic_C5,,
FC(F)=C(C(F)F)C(F)(F)F,3.9763659000000002,3.3002457000000005,175.9141735,292.37620018491435,3.746310395468827,0.4280290788486354,7,acyclic_C4,,
FCC/C=C/C(F)(F)F,3.9712205,3.3532342999999987,188.18355570000014,311.99978275479253,3.380778508897797,0.42814581630580767,4,acyclic_C5,,
FCC/C=C\C(F)(F)F,3.9712205,3.3532342999999987,188.18355570000014,311.99978275479253,3.380778508897797,0.42814581630580767,4,acyclic_C5,,
C/C=C(\F)[C@@H](F)C(F)(F)F,3.9752571999999993,3.3229630999999977,185.31252709999993,307.0917834161659,4.153883976056411,0.4285068604202634,5,acyclic_C5,,
C/C=C(/F)[C@@H](F)C(F)(F)F,3.9752571999999993,3.3229630999999977,185.31252709999993,307.0917834161659,4.153883976056411,0.4285068604202634,5,acyclic_C5,,
C/C=C(/F)[C@H](F)C(F)(F)F,3.9752571999999993,3.3229630999999977,185.31252709999993,307.0917834161659,4.153883976056411,0.4285068604202634,5,acyclic_C5,,
C/C=C(\F)[C@H](F)C(F)(F)F,3.9752571999999993,3.3229630999999977,185.31252709999993,307.0917834161659,4.153883976056411,0.4285068604202634,5,acyclic_C5,,
C[C@H](C(F)=C(F)F)C(F)(F)F,3.9786338000000008,3.376774099999999,185.15626099999992,308.3129579074367,4.054609916092328,0.42855443653232145,6,acyclic_C5,,
C[C@@H](C(F)=C(F)F)C(F)(F)F,3.9786338000000008,3.376774099999999,185.15626099999992,308.3129579074367,4.054609916092328,0.42855443653232145,6,acyclic_C5,,
C=C[C@H](C(F)F)C(F)(F)F,3.9794837000000007,3.3103691999999985,181.6343928,301.4225077253937,4.054382052979487,0.42898962634774807,5,acyclic_C5,,
C=C[C@@H](C(F)F)C(F)(F)F,3.9794837000000007,3.3103691999999985,181.6343928,301.4225077253937,4.054382052979487,0.42898962634774807,5,acyclic_C5,,
CC(F)(F)/C(=C/F)C(F)F,3.968927800000001,3.3988519999999993,191.03619140000006,317.361034679042,3.9169866743678208,0.4289897231761359,5,acyclic_C5,,
CC(F)(F)/C(=C\F)C(F)F,3.968927800000001,3.3988519999999993,191.03619140000006,317.361034679042,3.9169866743678208,0.4289897231761359,5,acyclic_C5,,
FC(F)=C(F)CC(F)(F)F,3.9836432999999984,3.3353066999999985,178.69382629999996,297.72220868210667,3.3966020589832056,0.42947331246685316,6,acyclic_C4,,
CC(CC(F)(F)F)=C(F)F,3.984522499999999,3.4058306,184.65883639999993,308.5166070471106,3.3002559051370515,0.430075460573393,5,acyclic_C5,,
C=CC(F)(C(F)(F)F)C(F)(F)F,3.9877560000000005,3.3903178000000014,180.5637694000001,302.06756426162116,3.3132030998693764,0.43014797874280425,7,acyclic_C5,,
F/C(=C\C(F)(F)F)C(F)(F)F,3.9798862999999995,3.2684642000000004,175.5316269000001,291.19338492324806,3.38236956706646,0.43040048667608277,7,acyclic_C4,,
F/C(=C/C(F)(F)F)C(F)(F)F,3.9798862999999995,3.2684642000000004,175.5316269000001,291.19338492324806,3.38236956706646,0.43040048667608277,7,acyclic_C4,,
C=C(C)[C@H](F)C(F)(F)F,3.975331900000001,3.2732230999999983,186.25054669999992,307.28758556055345,3.7994299792438166,0.43053346921083074,4,acyclic_C5,,
C=C(C)[C@@H](F)C(F)(F)F,3.975331900000001,3.2732230999999983,186.25054669999992,307.28758556055345,3.7994299792438166,0.43053346921083074,4,acyclic_C5,,
C=CC(F)(F)[C@H](F)C(F)(F)F,3.9851207000000013,3.3235067,181.88600329999997,302.3672208269008,3.8754513362106717,0.4307145581411924,6,acyclic_C5,,
C=CC(F)(F)[C@@H](F)C(F)(F)F,3.9851207000000013,3.3235067,181.88600329999997,302.3672208269008,3.8754513362106717,0.4307145581411924,6,acyclic_C5,,
C/C(=C\C(F)(F)F)C(F)(F)F,3.9907848000000006,3.367152199999999,180.40524489999999,301.3970636854155,3.263883768249892,0.43153945257050524,6,acyclic_C5,,
C/C(=C/C(F)(F)F)C(F)(F)F,3.9907848000000006,3.367152199999999,180.40524489999999,301.3970636854155,3.263883768249892,0.43153945257050524,6,acyclic_C5,,
FC/C(F)=C(\F)C(F)(F)F,3.9776235999999985,3.215715299999998,180.75226100000003,297.7084139100768,3.6912770589832054,0.4316413505851533,6,acyclic_C4,,
FC/C(F)=C(/F)C(F)(F)F,3.9776235999999985,3.215715299999998,180.75226100000003,297.7084139100768,3.6912770589832054,0.4316413505851533,6,acyclic_C4,,
C=C(CF)C(F)(F)C(F)(F)F,3.986206300000002,3.3129205999999995,183.4459098000001,304.48885352547967,3.4646050700250406,0.4318573588185184,6,acyclic_C5,,
C=C(C)[C@H](F)C(F)F,3.9811041000000014,3.3004851000000026,186.9038087,309.19595340934626,4.116704518643185,0.4320888483692874,3,acyclic_C5,,
C=C(C)[C@@H](F)C(F)F,3.9811041000000014,3.3004851000000026,186.9038087,309.19595340934626,4.116704518643185,0.4320888483692874,3,acyclic_C5,,
C/C(=C(/F)C(F)F)C(F)(F)F,3.9889023,3.330796399999999,184.60634329999993,306.8039803860823,3.552757141030958,0.4328366081712814,6,acyclic_C5,,
C/C(=C(\F)C(F)F)C(F)(F)F,3.9889023,3.330796399999999,184.60634329999993,306.8039803860823,3.552757141030958,0.4328366081712814,6,acyclic_C5,,
FC/C=C/CC(F)(F)F,3.977865099999997,3.249080099999998,187.57205800000008,308.7863008248075,3.48676780655666,0.4331385266574343,4,acyclic_C5,,
FC/C=C\CC(F)(F)F,3.977865099999997,3.249080099999998,187.57205800000008,308.7863008248075,3.48676780655666,0.4331385266574343,4,acyclic_C5,,
FC(F)=C[C@H](F)C(F)(F)F,4.0018611,3.2572623999999992,179.7984605,298.2909853162626,4.3036993606717955,0.43838244665637605,6,acyclic_C4,,
FC(F)=C[C@@H](F)C(F)(F)F,4.0018611,3.2572623999999992,179.7984605,298.2909853162626,4.3036993606717955,0.43838244665637605,6,acyclic_C4,,
C=C(CF)[C@H](F)C(F)(F)F,4.0010726,3.2991190999999973,186.3754318,309.2308662959973,4.205772437594872,0.4388981342520738,5,acyclic_C5,,
C=C(CF)[C@@H](F)C(F)(F)F,4.0010726,3.2991190999999973,186.3754318,309.2308662959973,4.205772437594872,0.4388981342520738,5,acyclic_C5,,
CC/C=C(\F)C(F)(F)F,3.9869298,3.1857132000000004,187.31094599999994,307.2051261045223,3.318962272959822,0.4390183063748957,4,acyclic_C5,,
CC/C=C(/F)C(F)(F)F,3.9869298,3.1857132000000004,187.31094599999994,307.2051261045223,3.318962272959822,0.4390183063748957,4,acyclic_C5,,
C[C@](F)(C=C(F)F)C(F)(F)F,4.012467300000001,3.4963432999999986,182.1793856,308.0943333066884,4.135210507808304,0.43915722034785215,6,acyclic_C5,,
C[C@@](F)(C=C(F)F)C(F)(F)F,4.012467300000001,3.4963432999999986,182.1793856,308.0943333066884,4.135210507808304,0.43915722034785215,6,acyclic_C5,,
C=C([C@@H](F)CF)C(F)(F)F,4.0080480000000005,3.295469699999997,187.16942470000006,310.64489044077186,4.1150166683641025,0.4419510318642078,5,acyclic_C5,,
C=C([C@H](F)CF)C(F)(F)F,4.0080480000000005,3.295469699999997,187.16942470000006,310.64489044077186,4.1150166683641025,0.4419510318642078,5,acyclic_C5,,
C=CC(F)(F)C(F)(F)C(F)F,4.013838800000001,3.3094324000000004,183.9054461,306.28847407256643,3.4499121706167557,0.44196514896179473,6,acyclic_C5,,
CC(=C(F)F)C(F)(F)CF,3.9964626999999995,3.349233999999999,193.86840720000012,321.626970097702,3.865732828213975,0.44229032320753103,5,acyclic_C5,,
C=C(C(F)(F)F)C(F)(F)CF,4.016840900000002,3.2986841999999994,184.10617990000006,306.4584415128326,3.7657748925102474,0.4434145230542679,6,acyclic_C5,,
C[C@@](F)(C=C(F)F)C(F)F,4.021051600000001,3.397082900000001,187.97656259999997,314.952617858259,4.396116668364103,0.4450552174491399,5,acyclic_C5,,
C[C@](F)(C=C(F)F)C(F)F,4.021051600000001,3.397082900000001,187.97656259999997,314.952617858259,4.396116668364103,0.4450552174491399,5,acyclic_C5,,
CC(F)(F)/C=C/C(F)(F)F,4.0248992,3.3115341000000003,181.7538051,303.5209758137276,3.51049244359859,0.44518176670628296,5,acyclic_C5,,
CC(F)(F)/C=C\C(F)(F)F,4.0248992,3.3115341000000003,181.7538051,303.5209758137276,3.51049244359859,0.44518176670628296,5,acyclic_C5,,
F/C(=C\C(F)(F)F)C(F)F,4.019883099999998,3.225996899999999,179.91175750000002,298.4572417268348,3.6919982128293594,0.4460404012892107,6,acyclic_C4,,
F/C(=C/C(F)(F)F)C(F)F,4.019883099999998,3.225996899999999,179.91175750000002,298.4572417268348,3.6919982128293594,0.4460404012892107,6,acyclic_C4,,
C=C(F)CCC(F)(F)F,4.011237499999998,3.3556846,193.6181356,322.079321983629,3.1965874477849976,0.44708445141578157,4,acyclic_C5,,
CC(F)(F)/C(F)=C\C(F)(F)F,4.0360633,3.3516565999999988,182.08368299999995,305.4821077275688,3.573851223871193,0.4483402101014605,6,acyclic_C5,,
CC(F)(F)/C(F)=C/C(F)(F)F,4.0360633,3.3516565999999988,182.08368299999995,305.4821077275688,3.573851223871193,0.4483402101014605,6,acyclic_C5,,
C=C(CC(F)F)C(F)(F)F,4.0313792,3.3311168999999996,185.75966139999997,310.3922881297161,3.588959751290899,0.4485065198871166,5,acyclic_C5,,
FC(F)=C(C(F)F)C(F)F,4.0339031,3.2744991999999993,177.5877977000001,296.66738499001366,4.089123212829358,0.44913625406455693,6,acyclic_C4,,
C[C@@](F)(CF)C(F)=C(F)F,4.020424299999999,3.3531235999999995,192.5989318000001,320.8713004526392,4.347424360671797,0.44931453541462674,5,acyclic_C5,,
C[C@](F)(CF)C(F)=C(F)F,4.020424299999999,3.3531235999999995,192.5989318000001,320.8713004526392,4.347424360671797,0.44931453541462674,5,acyclic_C5,,
